avg_rating,budget,popularity,revenue,runtime,vote_average,vote_count
3.5,2,Low,1.0,95.0,6.4,36.0
3.5,0,Low,0.0,93.0,5.9,12.0
3.040178571428572,22000000,Medium,110627965.0,114.0,5.6,359.0
2.8229166666666665,0,Low,69660733.0,103.0,5.5,171.0
4.125,150000,Low,472370.0,94.0,5.8,14.0
3.458333333333333,8,Medium,16.0,98.0,6.4,139.0
3.0,0,Low,0.0,91.0,10.0,1.0
2.8,0,Low,0.0,119.0,7.2,62.0
2.4166666666666665,50000000,Low,10382407.0,135.0,5.5,111.0
2.4714285714285715,45000000,Medium,20350754.0,128.0,4.9,261.0
3.6666666666666665,7000000,Low,8349430.0,112.0,7.2,115.0
3.1,0,Low,50892160.0,106.0,5.7,60.0
2.6666666666666665,35000000,Medium,113374103.0,108.0,5.5,457.0
3.25,42000000,Medium,7959291.0,145.0,6.8,334.0
4.125,0,Low,0.0,91.0,7.6,119.0
3.0,0,Medium,7025496.0,115.0,6.1,18.0
3.0,0,Low,339889.0,111.0,6.5,112.0
3.4318181818181817,0,Low,47774193.0,105.0,6.3,117.0
2.716666666666667,60000000,Low,104324083.0,100.0,5.6,217.0
3.1666666666666665,0,Low,0.0,93.0,6.4,9.0
3.0,0,Low,0.0,73.0,6.0,6.0
3.4285714285714284,20000000,Low,50012507.0,103.0,6.5,168.0
2.9130434782608696,175000000,Medium,264218220.0,135.0,5.9,1017.0
3.1666666666666665,8000000,Low,0.0,89.0,5.1,25.0
3.0,30000000,Low,0.0,98.0,5.9,27.0
3.5,0,Low,0.0,97.0,6.0,11.0
3.0,0,Low,0.0,90.0,4.9,29.0
3.8333333333333335,2800000,Low,2616503.0,135.0,6.7,35.0
4.0,0,Low,763847.0,113.0,7.7,45.0
4.041666666666667,2500000,Medium,5535405.0,105.0,7.7,984.0
3.326530612244898,10000000,Low,26488734.0,89.0,6.2,464.0
2.333333333333333,0,Low,0.0,90.0,4.7,27.0
3.4285714285714284,21000000,Low,23450000.0,115.0,6.3,48.0
3.0,0,Low,0.0,97.0,7.2,58.0
3.0,0,Low,0.0,95.0,5.8,40.0
3.75,0,Low,0.0,103.0,6.5,30.0
3.855769230769231,27000,Medium,3151130.0,92.0,7.4,769.0
3.6125,25000000,Low,22200000.0,97.0,6.3,184.0
3.5384615384615383,55000000,Medium,214015089.0,123.0,5.9,217.0
2.863636363636364,45000000,Low,0.0,101.0,5.1,91.0
2.333333333333333,0,Low,0.0,0.0,5.3,9.0
3.4285714285714284,0,Low,0.0,103.0,7.1,92.0
3.395833333333333,0,Low,0.0,132.0,7.1,183.0
3.0601503759398496,16000000,Low,247275374.0,107.0,6.5,1894.0
3.892857142857143,0,Low,7294403.0,123.0,7.5,76.0
3.5,0,Low,0.0,103.0,6.5,64.0
2.588235294117647,0,Low,6841570.0,113.0,4.3,28.0
3.678571428571429,18000000,Medium,5887457.0,127.0,7.3,639.0
3.477777777777778,0,Low,0.0,111.0,6.2,179.0
3.340909090909091,0,Medium,0.0,101.0,6.1,38.0
4.0,0,Low,0.0,87.0,5.6,27.0
3.0,0,Medium,35348597.0,78.0,6.7,404.0
2.375,15000000,Low,12201255.0,103.0,5.0,24.0
4.0,0,Low,0.0,96.0,6.6,48.0
3.6,0,Low,0.0,111.0,5.9,20.0
3.0,0,Low,3992809.0,90.0,3.0,4.0
4.293103448275862,700000,Low,7830611.0,171.0,7.7,91.0
3.928571428571429,5000000,Low,3049135.0,99.0,6.9,299.0
3.176470588235294,10500000,Low,26325256.0,113.0,6.0,17.0
3.7222222222222223,120,Low,0.0,121.0,6.9,90.0
2.5,0,Low,17689177.0,100.0,6.0,97.0
3.0,0,Low,0.0,106.0,6.0,25.0
3.453488372093023,25000000,Low,0.0,100.0,5.9,112.0
3.458715596330275,60000000,Medium,223664608.0,123.0,7.2,1558.0
3.0,14000000,Low,2474000.0,139.0,5.2,10.0
2.071428571428572,0,Low,0.0,82.0,4.8,10.0
2.8285714285714287,60000000,Low,37000000.0,109.0,4.7,381.0
3.5,0,Low,0.0,102.0,6.0,124.0
2.6,0,Low,0.0,89.0,4.3,40.0
3.2,40000000,Low,0.0,101.0,5.7,83.0
3.880952380952381,18000000,Low,0.0,115.0,7.0,222.0
3.9047619047619047,17000000,Low,0.0,97.0,7.4,207.0
4.0,0,Low,0.0,101.0,7.4,14.0
3.939393939393939,2000000,Low,21665468.0,105.0,6.6,70.0
3.397058823529412,30000000,Medium,160638883.0,133.0,7.2,636.0
2.9411764705882355,0,Low,0.0,95.0,6.1,164.0
3.0,0,Low,0.0,92.0,5.7,9.0
3.4,60000000,Low,0.0,108.0,4.3,11.0
3.5,17000000,Low,7603766.0,106.0,6.4,28.0
3.758064516129033,0,Low,0.0,107.0,6.7,67.0
2.946428571428572,45000000,Medium,112006296.0,123.0,6.1,272.0
2.9285714285714284,0,Low,0.0,96.0,5.1,40.0
2.0,15000000,Low,0.0,97.0,5.2,37.0
3.25,0,Low,18137661.0,108.0,5.6,49.0
3.223684210526316,0,Low,46264384.0,114.0,6.4,199.0
1.5,6,Low,5.0,95.0,5.6,7.0
3.0,5500000,Low,0.0,128.0,7.0,11.0
4.076923076923077,0,Low,17381942.0,122.0,6.9,140.0
3.7857142857142856,0,Low,0.0,110.0,7.0,56.0
3.3375,31000000,Low,106683817.0,112.0,6.1,128.0
3.6666666666666665,0,Low,0.0,98.0,6.9,7.0
4.5,0,Low,0.0,93.0,0.0,0.0
4.0,4800000,Low,0.0,89.0,4.0,4.0
3.0,0,Low,0.0,100.0,7.4,4.0
3.233695652173913,34000000,Medium,50282766.0,119.0,6.9,927.0
3.5625,0,Low,0.0,115.0,6.4,92.0
4.035714285714286,0,Low,2201126.0,99.0,7.6,106.0
2.333333333333333,0,Low,0.0,106.0,4.6,32.0
3.4257425742574257,50000000,Medium,189859560.0,127.0,6.4,522.0
4.018796992481203,16000000,High,45284974.0,110.0,8.2,4293.0
3.0,11000000,Low,2832826.0,113.0,6.6,9.0
3.0,0,Low,0.0,94.0,7.0,2.0
2.0,400000,Low,152322.0,105.0,6.1,9.0
4.0,0,Low,4176932.0,98.0,6.4,32.0
3.5185185185185186,0,Low,0.0,133.0,7.1,262.0
4.0,0,Low,0.0,94.0,7.4,5.0
3.2,0,Low,0.0,162.0,7.0,67.0
2.953125,32000000,Low,18552460.0,107.0,6.2,431.0
3.6666666666666665,22000000,Low,12400000.0,108.0,6.4,7.0
2.833333333333333,15000000,Low,11300653.0,133.0,5.3,33.0
4.21875,0,Low,0.0,99.0,7.8,246.0
3.8958333333333335,0,Low,0.0,98.0,7.7,311.0
4.025,0,Low,0.0,91.0,7.3,218.0
3.0,0,Low,0.0,85.0,5.1,15.0
3.0,0,Low,0.0,90.0,4.7,3.0
1.4444444444444444,0,Low,0.0,95.0,5.0,6.0
3.333333333333333,35000000,Low,9771658.0,89.0,6.5,251.0
3.75,0,Low,0.0,97.0,6.1,15.0
3.0789473684210527,45000000,Medium,170362582.0,110.0,5.5,317.0
3.375,55000000,Medium,196567262.0,121.0,6.8,942.0
3.203703703703704,22000000,Low,189833357.0,97.0,6.3,501.0
3.6,0,Low,0.0,92.0,7.0,247.0
3.0,0,Low,102780.0,96.0,6.0,7.0
4.0,0,Low,0.0,108.0,7.1,16.0
3.55,0,Low,0.0,101.0,6.7,104.0
4.0,32,Low,0.0,100.0,6.0,21.0
2.5,0,Low,0.0,91.0,5.7,23.0
4.0,0,Low,0.0,125.0,7.7,62.0
2.823529411764706,25000000,Low,4064495.0,98.0,5.5,140.0
3.15,0,Low,0.0,92.0,6.7,96.0
3.3935185185185186,38000000,Low,120000000.0,118.0,6.4,461.0
3.0,6000000,Low,12000000.0,98.0,5.4,33.0
3.0,0,Low,0.0,115.0,5.8,8.0
2.833333333333333,0,Low,0.0,99.0,5.6,165.0
3.78,0,Medium,32648673.0,97.0,6.8,321.0
4.2,0,Low,0.0,119.0,6.1,15.0
3.5,6500000,Low,0.0,99.0,5.6,15.0
3.0,0,Low,0.0,88.0,6.6,4.0
3.7662337662337664,11000000,Medium,10032765.0,118.0,7.5,943.0
2.8421052631578947,30000000,Low,24048000.0,106.0,5.4,163.0
3.4693877551020407,17000000,Medium,182057016.0,103.0,6.5,340.0
3.4,0,Low,0.0,126.0,6.3,39.0
4.0,0,Low,759393.0,87.0,5.5,2.0
3.272727272727273,3000000,Low,15119639.0,106.0,6.9,104.0
2.9,0,Low,0.0,94.0,5.3,23.0
3.040372670807453,15000000,Medium,107217396.0,86.0,6.4,1684.0
3.5972222222222223,0,Low,11220670.0,104.0,7.2,174.0
3.5,0,Low,0.0,100.0,6.2,37.0
3.5,5000000,Medium,1862805.0,139.0,7.0,115.0
3.583333333333333,0,Low,0.0,98.0,7.0,130.0
3.6045454545454554,62000000,Low,215887717.0,141.0,6.4,390.0
3.3859649122807016,45000000,Medium,117615211.0,119.0,6.4,287.0
3.176470588235294,0,Low,0.0,115.0,6.4,83.0
2.5,0,Low,0.0,115.0,6.7,31.0
3.609375,15000000,Medium,94000000.0,102.0,7.3,980.0
3.333333333333333,0,Low,1007583.0,128.0,6.1,29.0
2.357142857142857,46000000,Medium,341631208.0,91.0,5.0,559.0
3.5194174757281558,6000000,Low,254700832.0,117.0,6.6,654.0
2.6666666666666665,0,Low,38290723.0,127.0,6.4,49.0
3.0,0,Low,1777020.0,104.0,6.3,4.0
2.6875,45000000,Low,61947267.0,123.0,5.3,41.0
3.0588235294117645,0,Medium,0.0,101.0,6.1,154.0
3.5294117647058822,0,Medium,0.0,111.0,5.9,107.0
4.0,0,Low,449707.0,180.0,7.3,5.0
3.941860465116279,45000000,High,788241776.0,89.0,8.0,5520.0
3.25,35000000,Low,4858139.0,140.0,6.0,76.0
2.9166666666666665,14000000,Low,18090181.0,112.0,6.4,297.0
3.1847133757961785,23000000,Medium,351583407.0,101.0,6.6,2550.0
3.5,0,Medium,0.0,127.0,6.6,490.0
4.0,0,Low,0.0,125.0,6.3,20.0
3.060344827586207,30000000,Medium,51132598.0,83.0,6.4,535.0
3.3095238095238093,6000000,Low,0.0,112.0,6.1,40.0
2.761904761904762,11500000,Low,20079850.0,99.0,6.5,180.0
3.636363636363636,8000000,Low,2000000.0,98.0,6.4,71.0
2.2,40000000,Low,0.0,95.0,5.4,426.0
3.25,45000000,Medium,0.0,111.0,6.1,214.0
3.5292397660818717,30000000,Medium,350448145.0,116.0,6.8,1814.0
2.7857142857142856,0,Low,0.0,99.0,5.5,24.0
2.5,27000000,Low,101646581.0,99.0,5.5,288.0
3.497191011235955,115000000,Medium,378882411.0,141.0,6.8,1138.0
3.8181818181818175,0,Low,50021959.0,126.0,6.0,71.0
3.15625,0,Medium,0.0,125.0,6.0,221.0
3.095238095238096,63000000,Low,25052000.0,191.0,6.5,203.0
3.25,0,Low,0.0,108.0,4.9,12.0
4.0,0,Low,953.0,99.0,6.5,2.0
3.0,0,Low,0.0,96.0,6.1,22.0
2.375,10000000,Low,29392418.0,100.0,6.0,31.0
3.0,0,Low,0.0,91.0,2.0,1.0
4.5,0,Low,0.0,110.0,5.9,9.0
3.7,45000,Low,0.0,83.0,6.5,59.0
4.5,7000000,Low,20851521.0,119.0,5.9,9.0
2.5,35000000,Medium,99423521.0,102.0,4.1,330.0
2.4166666666666665,26000000,Low,36800000.0,99.0,4.5,110.0
3.0,0,Low,0.0,97.0,5.0,2.0
3.4375,8000000,Low,8946600.0,95.0,7.1,307.0
3.0,0,Low,0.0,105.0,7.2,22.0
2.0,0,Low,0.0,96.0,6.7,40.0
3.1011904761904763,0,Medium,48919043.0,94.0,6.5,537.0
3.5,34000000,Low,32255440.0,139.0,7.0,172.0
2.7884615384615383,0,Low,0.0,92.0,5.8,222.0
2.333333333333333,17080000,Low,21011500.0,107.0,5.1,42.0
2.53125,0,Medium,0.0,105.0,4.9,58.0
2.5,0,Medium,15240435.0,99.0,4.6,61.0
3.692307692307693,3200000,Low,0.0,100.0,6.6,20.0
3.0,40000000,Low,0.0,122.0,5.0,15.0
2.675,0,Low,0.0,93.0,5.0,86.0
2.7203389830508478,50000000,Medium,119208989.0,104.0,5.5,445.0
3.208333333333333,0,Low,0.0,88.0,6.6,68.0
3.2,0,Low,16668552.0,106.0,6.3,45.0
2.85,0,Medium,30156002.0,121.0,6.0,126.0
1.8333333333333333,0,Low,0.0,108.0,5.7,41.0
3.75,0,Low,0.0,101.0,6.1,28.0
3.142857142857143,13000000,Low,428868.0,87.0,5.8,102.0
2.5416666666666665,0,Low,1796389.0,107.0,4.5,59.0
3.7222222222222223,22000000,Low,17287898.0,121.0,7.4,447.0
2.0,0,Low,3662459.0,80.0,4.9,28.0
3.75,13000000,Low,2570145.0,90.0,3.7,10.0
3.738095238095238,30000000,Low,36516012.0,144.0,7.7,805.0
2.645454545454545,0,Low,0.0,116.0,4.9,103.0
2.75,0,Low,7355425.0,107.0,5.7,25.0
3.0346534653465347,70000000,Low,255000211.0,112.0,6.1,600.0
2.4206349206349205,0,Medium,0.0,88.0,4.8,228.0
2.571428571428572,40000000,Medium,19726050.0,121.0,5.4,117.0
2.1666666666666665,0,Low,0.0,93.0,5.0,36.0
2.7142857142857144,0,Low,0.0,102.0,5.1,38.0
3.546052631578948,0,Medium,63000000.0,110.0,6.3,205.0
3.928571428571429,6900000,Low,7993039.0,102.0,7.4,588.0
3.092592592592593,57000000,Medium,159055768.0,115.0,6.4,1018.0
2.333333333333333,8000000,Low,0.0,96.0,4.2,29.0
3.0,0,Low,0.0,91.0,5.4,37.0
3.8333333333333335,0,Low,0.0,171.0,7.8,98.0
3.625,0,Low,0.0,122.0,6.8,80.0
1.0,0,Low,0.0,88.0,5.8,11.0
3.0,0,Low,0.0,103.0,6.1,54.0
4.0,0,Low,9488998.0,126.0,6.2,22.0
3.0,0,Low,0.0,101.0,4.3,3.0
2.8,30000000,Low,11146270.0,94.0,5.7,77.0
3.5346534653465347,42000000,Low,270248367.0,154.0,6.6,513.0
2.391891891891892,20000000,Low,153698625.0,112.0,6.0,429.0
3.75,0,Low,0.0,114.0,7.6,56.0
3.992105263157895,44000000,Medium,368875760.0,130.0,7.2,1240.0
2.8,35000000,Low,18635620.0,115.0,5.9,44.0
2.25,0,Medium,30.0,115.0,5.4,81.0
2.6666666666666665,30000000,Low,0.0,109.0,4.5,43.0
2.75,0,Low,0.0,83.0,3.9,5.0
2.9,18000000,Low,74189677.0,97.0,6.1,237.0
2.8666666666666667,25000000,Medium,133752825.0,86.0,6.2,463.0
5.0,0,Low,0.0,95.0,4.7,12.0
3.2045454545454546,0,Low,0.0,99.0,6.1,83.0
3.4,25000000,Medium,0.0,140.0,6.7,135.0
1.0,0,Low,0.0,100.0,4.6,11.0
3.55,30000000,Low,0.0,111.0,7.1,280.0
2.583333333333333,40000000,Low,0.0,115.0,5.7,18.0
1.8571428571428568,0,Low,28881266.0,91.0,4.7,54.0
3.692857142857143,40000000,Medium,176997168.0,128.0,6.8,392.0
4.3,13000000,Low,65796862.0,133.0,7.6,363.0
1.0,0,Low,8880705.0,110.0,3.9,5.0
3.3823529411764706,0,Medium,0.0,118.0,6.9,75.0
2.5,30000000,Low,0.0,112.0,4.6,17.0
2.25,0,Low,12136938.0,110.0,6.4,79.0
3.75,63000000,Low,920100000.0,127.0,7.6,4956.0
3.1578947368421053,9000000,Low,2395231.0,117.0,6.5,209.0
3.625,1500000,Low,418961.0,96.0,6.1,111.0
3.0,0,Low,0.0,94.0,6.1,54.0
2.9339622641509435,85000000,Low,137298489.0,130.0,6.1,725.0
3.0,0,Low,0.0,91.0,5.1,24.0
2.5,0,Low,0.0,98.0,5.7,40.0
3.0,0,Low,1499795.0,101.0,6.6,35.0
2.863636363636364,22000000,Low,0.0,111.0,5.3,86.0
3.0,0,Low,46405336.0,107.0,5.9,105.0
3.294117647058824,0,Low,24760338.0,114.0,6.2,125.0
3.75,13500000,Low,11285588.0,104.0,7.1,169.0
3.6666666666666665,3500000,Low,27900000.0,97.0,7.2,179.0
3.3780487804878048,55000000,Medium,121969216.0,133.0,5.8,261.0
5.0,0,Low,0.0,105.0,6.5,112.0
5.0,0,Low,0.0,91.0,7.0,7.0
3.813953488372093,8000000,Low,0.0,111.0,7.2,194.0
2.5,0,Medium,0.0,98.0,5.5,11.0
3.388888888888889,25000000,Medium,441286195.0,125.0,7.0,1638.0
3.6666666666666665,0,Low,0.0,131.0,7.5,105.0
2.3666666666666667,12000000,Low,15826984.0,107.0,4.8,202.0
3.0,20000000,Low,15340000.0,118.0,6.1,86.0
2.2142857142857144,40000000,Medium,0.0,87.0,4.8,67.0
4.5,4000000,Low,0.0,93.0,6.7,53.0
3.3846153846153846,30000000,Low,135130999.0,138.0,7.2,376.0
3.613636363636364,26000000,Medium,206678440.0,125.0,7.6,1019.0
3.540983606557377,7000000,Low,116700000.0,121.0,7.1,290.0
3.0,14000000,Low,27515786.0,109.0,6.9,47.0
3.0,0,Low,23042200.0,112.0,6.0,28.0
3.0,0,Low,8638072.0,109.0,5.6,41.0
3.375,0,Low,0.0,108.0,5.8,12.0
3.4166666666666665,11000000,Low,11439193.0,97.0,6.7,99.0
3.6041666666666665,11500000,Medium,23237911.0,134.0,7.5,213.0
3.055555555555556,40000000,Low,24332324.0,128.0,5.9,83.0
3.2777777777777777,0,Low,107198790.0,125.0,5.8,188.0
2.375,0,Low,0.0,118.0,5.5,43.0
2.4047619047619047,22000000,Low,10696210.0,104.0,4.2,309.0
3.130434782608696,20000000,Medium,35739755.0,104.0,6.4,575.0
3.1666666666666665,11500000,Low,3275585.0,100.0,5.7,36.0
3.2857142857142856,0,Low,0.0,94.0,6.6,126.0
3.5,800000,Low,1001437.0,114.0,5.6,10.0
3.485294117647059,12000000,Low,22750363.0,114.0,7.2,187.0
4.0,0,Low,0.0,126.0,6.2,11.0
2.333333333333333,0,Low,0.0,101.0,5.3,37.0
3.875,0,Medium,7266383.0,110.0,7.3,100.0
3.25,0,Low,0.0,102.0,7.1,232.0
3.0,13000000,Low,7820688.0,95.0,6.4,137.0
2.888888888888889,25000000,Low,48063435.0,108.0,5.4,140.0
3.607142857142857,22000000,Low,0.0,131.0,6.8,61.0
3.2666666666666666,0,Low,6110979.0,187.0,6.9,136.0
3.333333333333333,0,Low,0.0,106.0,5.7,26.0
3.1666666666666665,0,Low,7770731.0,98.0,5.2,31.0
3.583333333333333,0,Low,0.0,112.0,6.5,75.0
3.4716981132075477,21000000,Medium,227799884.0,105.0,6.5,630.0
2.6666666666666665,40000000,Medium,116300000.0,108.0,4.9,144.0
